project_id,project_name,methodologyorprotocol,fully_harmonized_methodologyorprotocol,region,voluntary_registry,type_from_registry,project_developer,arborwa_project,type,rule-based_type_mapping_first
VCS3102,Sipso Water Management with Rice Cultivation,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Yunnan Ruihan Agricultural Technology Development Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
ACR114,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Afforestation and Reforestation of Degraded Lands,ACR Afforestation and Reforestation of Degraded Lands, ,ACR,Forest Carbon,"GreenTrees, LLC",No,Afforestation/Reforestation, 
VCS4784,Wuhan Jiangxia Changshankou LFG Power Project Phase I,ACM0001,ACM0001 Flaring or use of landfill gas,Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Wuhan Huantou Environmental Technology Co., Ltd.",No,Landfill Methane,Landfill Methane
GS11131,Conversion of intensive agricultural systems to dynamic agroforestry systems for sustainable cocoa production in Ecuador ,Afforestation/Reforestation GHG Emissions Reduction & Sequestration Methodology,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration, ,GOLD,A/R,South Pole Carbon Asset Management Ltd.,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS2846,FSW AMMS GHG Mitigation Project in Nanyang City,ACM0010,"ACM0010 GHG emission reductions from manure management systems
",Asia,VCS,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal","Muyuan Foods Co., Ltd.",No,Manure Methane Digester, 
GS11514,Up Energy Improved Cookstoves Programme Uganda – CPA No 025 supported by Republic of Korea,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves, 
VCS1110,10.5 MW wind mill project of ICF in the state of Tamil Nadu,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Integral Coach Factory,No,Wind,Wind
VCS2526,Clean Air and Healthy Soil,VM0017,VM0017 Adoption of Sustainable Agricultural Land Management,Asia,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,Sustainable Agriculture,Sustainable Agriculture
GS12429,GS1340 - Efficient cookstoves in Burkina Faso – VPA- 65 – F3PA tiipaalga Bazega ,GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves, ,GOLD,Energy Efficiency - Domestic,Tiipaalga,No,Cookstoves,Cookstoves
CAR811,Rentech Energy Midwest Corporation - Nitric Acid Plant 1,CAR U.S. Nitric Acid Production Protocol,CAR U.S. Nitric Acid Production Protocol, ,CAR,Nitric Acid N2O- Tertiary Catalyst,"East Dubuque Nitrogen Fertilizers, LLC",No,N2O Destruction in Nitric Acid Production,N2O Destruction in Nitric Acid Production
VCS3077,Huojia County Second MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project,AMS-I.D.;AMS-III.G.,AMS-I.D. Grid connected renewable electricity generation;AMS-III.G. Landfill methane recovery, ,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane,Landfill Methane
VCS2296,CYY Global Plus Wastewater Treatment and Biogas Utilization Project,ACM0014,ACM0014 Treatment of wastewater,Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"CYY Global Plus Co., Ltd.",No,Methane Recovery in Wastewater,Methane Recovery in Wastewater
GS7548,Biomass based power plant in Mahendargarh Haryana,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,"Biomass, or Liquid Biofuel - Electricity",Infinite Environmental Solutions Limited,No,Biomass,Biomass
VCS812,Bull Run Overseas Forest Carbon Project,VM0007,VM0007 REDD+ Methodology Framework (REDD-MF),Latin America,VCS,Agriculture Forestry and Other Land Use,Bull Run Overseas Ltd.,No,REDD+, 
VCS3814,Chestnut Carbon Conservation Project,VM0003,VM0003 Methodology for Improved Forest Management through Extension of Rotation Age,North America,VCS,Agriculture Forestry and Other Land Use,Forest Carbon Works PBC,No,Improved Forest Management,Improved Forest Management
VCS4841,Ana Primavesi – Sustainable Farming and Restoration Program,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Latin America,VCS,Agriculture Forestry and Other Land Use,Ubá Sustainability Institute,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS3930,Fujian Wuyishan Adjusted Water Management in Rice Cultivation,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Zhejiang Zhongzheng Forestry Development Co.,Ltd",No,Rice Emission Reductions,Rice Emission Reductions
VCS318,Clinton Landfill Gas Collection and Combustion Project,ACM0001,ACM0001 Flaring or use of landfill gas,North America,VCS,Waste handling and disposal,"3Degrees Group, Inc",No,Landfill Methane,Landfill Methane
ACR265,Green Assets - Lukens Avoided Conversion Project,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,ACR,Forest Carbon,169,Compliance,Avoided Forest Conversion, 
VCS2891,Adjusted Water Management in Rice Cultivation In Jiangxia District,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Wuhan Haimingsen Environmental Protection Technology Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
VCS1361,Reforestation Project in Qinghai Province 2012,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Asia,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,Afforestation/Reforestation,Afforestation/Reforestation
GS11286,Improved Cookstove and Safe Water Programme – Nigeria – VPA 28 ,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Energy Efficiency - Domestic,Impact Carbon,No,Clean Water,Clean Water
VCS1881,Conservation of Panama Forests - Reduction of GHG Emissions from Deforestation. Grouped Project,VM0015,VM0015 Methodology for Avoided Unplanned Deforestation,Latin America,VCS,Agriculture Forestry and Other Land Use,Panamanian Pro Carbon Association (Asociación Panameña Pro Carbono. Approcarbono),No,REDD+, 
ACR546,Middle Fork Abandoned Mine Methane Recovery Project,ARB Compliance Offset Protocol: Mine Methane Capture Projects,ARB Compliance Offset Protocol: Mine Methane Capture Projects, ,ACR,Coal Mine Methane,Keyrock Environment LLC,Compliance,Mine Methane Capture,Mine Methane Capture
VCS3729,Adjusted Water Management in Rice Cultivation In Luotian County,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Wuhan Haimingsen Environmental Protection Technology Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
VCS770,2.10MW Wind Project in Rajasthan,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Arvind Construction Private Limited,No,Wind,Wind
VCS3439,Tonghe-2 Water Management with Rice Cultivation,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Gansu Hongmao Agriculture Development Co.,Ltd",No,Rice Emission Reductions,Rice Emission Reductions
VCS1874,Zhangjiakou Chabei Wind Farm Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,VCS,Energy industries (renewable/non-renewable sources),Credits transferred from approved GHG program,No,Wind,Wind
CAR782,Upstate Regional Landfill,CAR U.S. Landfill Protocol,CAR U.S. Landfill Protocol, ,CAR,Landfill Gas Capture/Combustion,"Republic Services of Kentucky, LLC",No,Landfill Methane,Landfill Methane
VCS4177,HESHAN AWMS GHG Mitigation Project in GUANGDONG Province,ACM0010,"ACM0010 GHG emission reductions from manure management systems
",Asia,VCS,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal","Heshan Lvhu (Green Lake) bioenergy CO., Ltd Company",No,Manure Methane Digester, 
VCS433,Sudokwon Landfill Gas Electricity Generation Project (50MW),ACM0001;ACM0002,ACM0001 Flaring or use of landfill gas;ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Waste handling and disposal,Sudokwon Landfill Site Management Co.,No,Landfill Methane,Landfill Methane
GS11904,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 4,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Hestian Innovation,No,Cookstoves, 
GS423,*Salido Kecil Mini Hydropower Plant,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,"Small, Low - Impact Hydro",myclimate Foundation,No,Hydropower,Hydropower
GS11560,CNOOC Weifang Binhai Wind Farm Phase II Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Profit Carbon Environmental Energy Technology (Shanghai) Co. Ltd.,No,Wind,Wind
VCS1429,Recovery of degraded areas with agroforestry systems in Colombia,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Latin America,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS825,"TIST Program in Uganda, VCS 002",AR-AMS0001,AR-AMS0001 Simplified baseline and monitoring methodologies for small-scale A/R CDM project activities implemented on grasslands or croplands with limited displacement of pre-project activities,Africa,VCS,Agriculture Forestry and Other Land Use,Clean Air Action Corporation,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS2750,Saving Colombia's Cloud Forest,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Latin America,VCS,Agriculture Forestry and Other Land Use,"Saving Nature, Inc.",No,Afforestation/Reforestation,Afforestation/Reforestation
GS6310,Improved cook stove project for smallholder coffee farmers in Uganda.,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user, ,GOLD,Energy Efficiency - Domestic,Fairtrade International,No,Cookstoves, 
CAR1611,Bonos Comunitarios:Ejido Lazaro Cardenas,CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,SESISA,No,Improved Forest Management,Improved Forest Management
GS438,Dares Datça Wind Farm Project Turkey,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Cagla Balci Eris,No,Wind,Wind
GS566,Prony and Kafeate wind-farms New Caledonia (300344),ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,South Pole Carbon Asset Management Ltd.,No,Wind,Wind
GS7746,West Huaybong 3 wind farm project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Kosher Climate India Pvt Ltd,No,Wind,Wind
GS5443,GS1247 VPA 118 Improved Kitchen Regimes Multi-Country PoA - Dowa Boreholes Malawi,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,QK TS Pvt. Ltd.,No,Community Boreholes, 
GS4382,VPA 17 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves, ,GOLD,Energy Efficiency - Domestic,Bangladesh Bondhu Foundation,No,Cookstoves,Cookstoves
CAR1612,Bonos Comunitarios CO2_Ejido Kankabchen,CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,SESISA,No,Improved Forest Management,Improved Forest Management
GS4731,ZANBAL ,Afforestation/Reforestation GHG Emissions Reduction & Sequestration Methodology,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration, ,GOLD,A/R,Zanbal,No,Afforestation/Reforestation,Afforestation/Reforestation
GS11004,GS5047 VPA73 African Improved Cookstoves and Clean Water Programme: Ibanda – Makera Forest Cook Stove Project XVIII,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency, 
ACR419,Tradewater ODS 12,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,ACR,Ozone Depleting Substances,"Tradewater, LLC",Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
GS11082,GS5047 VPA100 African Improved Cookstoves and Clean Water Programme: Albertine Rift Wildlife Corridor Cook Stove Project X,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency, 
VCS4193,Yushu Improved Cropland Management Project,VM0042,VM0042 Methodology for Improved Agricultural Land Management,Asia,VCS,Agriculture Forestry and Other Land Use,"Yushu Rongxing City Development Co., Ltd",No,Sustainable Agriculture, 
ACR655,Forest Carbon Works Hawk Rock Holdings Project,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,ACR,Forest Carbon,"Forest Carbon Works, PBC",No,Improved Forest Management, 
VCS3992,MEM OSB-1 SOLAR POWER PROJECT,AMS-I.F.,AMS-I.F. Renewable electricity generation for captive use and mini-grid,Middle East,VCS,Energy industries (renewable/non-renewable sources),MEM TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,No,Solar - Centralized, 
GS5928,2x50 MW Orange Suvaan Solar Photovoltaic Power Project in Maharashtra India,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Solar Thermal - Electricity,Orange Renewable Power Pvt Ltd,No,Solar - Centralized,Solar - Centralized
GS545,Hunan Luantang 1 MW Hydro Power Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,"Small, Low - Impact Hydro",Climate Bridge (Shanghai) Ltd.,No,Hydropower,Hydropower
CAR1817,"XICO2e Carbono Forestal Ejido San Jose de Miravalles, Municipio de San Dimas, Estado de Durango, Mexico",CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,ALABOOL TRUST SA DE CV,No,Improved Forest Management,Improved Forest Management
GS6108,Improved Cookstoves Project Activity in Honduras Vida Mejor con Ecofogones de Alto Rendimiento CPA No 002,Not provided,Not provided, ,GOLD,Energy Efficiency - Domestic,Envirofit International Ltd.,No,Cookstoves, 
GS12009,Small-scale solar electrical programme South Africa – CPA-014,AMS-I.F.,AMS-I.F. Renewable electricity generation for captive use and mini-grid, ,GOLD,Other,BLUE WORLD CARBON ASSET MANAGEMENT (PTY) LTD,No,Solar - Distributed, 
VCS2243,"Wind power project in Madhya Pradesh, India",ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Ratedi Wind Power Private Limited,No,Wind,Wind
GS6887,Community Level Green Energy Promotion in Nepal VPA-01,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Sahas Foundation,No,Bundled Energy Efficiency, 
