project_id,project_name,methodology,region,voluntary_registry,project_type_from_the_registry,project_developer,arb_wa_project,project_type
CAR1189,Garcia River,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Mendocino Redwood Company, LLC",No,Improved Forest Management
CAR1190,Greenwood Creek,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Mendocino Redwood Company, LLC",ARB Compliance,Improved Forest Management
CAR1191,Hollow Tree,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Mendocino Redwood Company, LLC",ARB Compliance,Improved Forest Management
CAR1192,North Navarro West,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Mendocino Redwood Company, LLC",No,Improved Forest Management
CAR1193,Turkey Trot Landfill,CAR U.S. Landfill Protocol,North America,CAR,Landfill Gas Capture/Combustion,Sustainable Energy Solutions LLC,No,Landfill Methane
CAR1195,Blue Source - Corkscrew Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Blue Source, LLC",No,Improved Forest Management
CAR1196,Blue Source-Silver Bluff Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Blue Source, LLC",No,Improved Forest Management
CAR1199,Blue Source- Stonewall Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Blue Source, LLC",No,Improved Forest Management
CAR1200,Blue Source- Goodwood Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Blue Source, LLC",No,Improved Forest Management
CAR1202,Blue Source-Snowshoe Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Blue Source, LLC",No,Improved Forest Management
CAR1203,Blue Source- Sylvan Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Blue Source, LLC",No,Improved Forest Management
CAR1204,Finite Carbon - AMC Silver Lake IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,AMC Maine Woods Initiative LLC,ARB Compliance,Improved Forest Management
CAR1206,Wapiti Woods I,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Blue Source, LLC",No,Improved Forest Management
CAR1207,Blue Source-Montrose Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Blue Source, LLC",No,Improved Forest Management
CAR1208,Finite Carbon - Alma Land Company IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Alma Land Company,ARB Compliance,Improved Forest Management
CAR1209,Blue Source-Wolf River Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Blue Source, LLC",ARB Compliance,Improved Forest Management
CAR1210,Blue Source-Westervelt Atlantic Coast Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Blue Source, LLC",No,Improved Forest Management
CAR1211,Blue Source-Westervelt Piedmont Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Blue Source, LLC",No,Improved Forest Management
CAR1212,Blue Source-Westervelt Gulf Coast Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Blue Source, LLC",No,Improved Forest Management
CAR1215,CF Ataya IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,The Nature Conservancy,ARB Compliance,Improved Forest Management
CAR1216,Twin Lakes Forest Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,The Conservation Fund,No,Improved Forest Management
CAR1217,Finite Carbon - West Grand Lake IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Downeast Lakes Land Trust,ARB Compliance,Improved Forest Management
CAR1219,Coolgas 2015-3,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"COOLGAS, INC.",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1221,MEGABIODIGESTOR LA POPULAR,CAR Mexico Livestock Protocol,Latin America and the Caribbean,CAR,Livestock - MX,"INTELIMETER, S.A. DE C.V.",No,Manure Methane Digester
CAR1232,Yippee Farms,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Native, a Public Benefit Corporation",ARB Compliance,Manure Methane Digester
CAR1233,Port of Tillamook Bay Regional Anaerobic Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"3Degrees Group, Inc",ARB Compliance,Manure Methane Digester
CAR1234,DPC Domestic ODS Destruction Project #23,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"Diversified Pure Chem, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1235,DPC Domestic ODS Destruction Project #25,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"Diversified Pure Chem, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1237,Raven's Nest Nature Preserve,CAR U.S. Grassland Protocol,North America,CAR,Avoided Grassland Conversion,Southern Plains Land Trust,No,Avoided Grassland Conversion
CAR1238,Heartland Ranch Phase 1,CAR U.S. Grassland Protocol,North America,CAR,Avoided Grassland Conversion,Southern Plains Land Trust,No,Avoided Grassland Conversion
CAR1239,Coolgas 2016-3,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"COOLGAS, INC.",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1240,A-Gas O'Hare,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,Reclamation Technologies Inc.,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1241,DPC Domestic ODS Destruction Project #24,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"Diversified Pure Chem, LLC",No,Ozone Depleting Substances Recovery & Destruction
CAR1242,Perfect Cycle ODS-2,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"Perfect Score Too, LTD",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1243,DPC Domestic ODS Destruction Project #27,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"Diversified Pure Chem, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1245,Van Steyn Dairy Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Maas Energy Works, Inc.",ARB Compliance,Manure Methane Digester
CAR1246,Woodcrest Dairy Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Camco Offsets I, LLC",ARB Compliance,Manure Methane Digester
CAR1248,Coolgas 2016-4,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"COOLGAS, INC.",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1250,ClimeCo ODS Destruction 18 and 19,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,ClimeCo LLC,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1251,DPC Domestic ODS Destruction Project #28,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"Diversified Pure Chem, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1252,A-Gas Americas 2017-2,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,Reclamation Technologies Inc.,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1253,Lambs Dairy Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Camco Offsets I, LLC",ARB Compliance,Manure Methane Digester
CAR1257,Finite Carbon - Rowland IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Rowland Land Company,ARB Compliance,Improved Forest Management
CAR1258,ClimeCo ODS Destruction 20,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,ClimeCo LLC,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1259,Lightning Creek Ranch,CAR U.S. Grassland Protocol,North America,CAR,Avoided Grassland Conversion,Climate Trust Capital Fund I LP,No,Avoided Grassland Conversion
CAR1264,Chugach Alaska Forest Carbon Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Forest Carbon Partners, L.P.",ARB Compliance,Improved Forest Management
CAR1265,Verwey Hanford Dairy Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,Philip Verwey Farms,ARB Compliance,Manure Methane Digester
CAR1267,Coolgas 2017-5,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"COOLGAS, INC.",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1268,A-Gas Americas 2017-6,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,Reclamation Technologies Inc.,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1269,Coolgas 2017-7,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"COOLGAS, INC.",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1270,A-Gas Americas 2017-8,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,Reclamation Technologies Inc.,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1271,ClimeCo ODS Destruction 21,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,ClimeCo LLC,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1272,DPC Domestic ODS Destruction Project #30,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"Diversified Pure Chem, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1275,Chaput Family Farms,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Ag Methane Advisors, LLC",ARB Compliance,Manure Methane Digester
CAR1276,Berkshire Cow Power,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Ag Methane Advisors, LLC",No,Manure Methane Digester
CAR1277,ClimeCo ODS Destruction 22,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,ClimeCo LLC,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1278,ClimeCo ODS Destruction 23,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,ClimeCo LLC,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1279,ClimeCo ODS Destruction 24,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,ClimeCo LLC,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1280,ClimeCo ODS Destruction 25,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,ClimeCo LLC,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1281,Four Hills Farm,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Ag Methane Advisors, LLC",ARB Compliance,Manure Methane Digester
CAR1282,Captura de carbono en San Rafael Ixtapalucan,CAR Mexico Forest Protocol,Latin America and the Caribbean,CAR,Forestry - MX,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,No,Improved Forest Management
CAR1283,Swiss Valley Farms,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Camco Offsets I, LLC",ARB Compliance,Manure Methane Digester
CAR1284,BNW Ranch,CAR U.S. Grassland Protocol,North America,CAR,Avoided Grassland Conversion,Climate Trust Capital Fund I LP,No,Avoided Grassland Conversion
