project_id,project_name,methodologyorprotocol,fully_harmonized_methodologyorprotocol,region,voluntary_registry,type_from_registry,project_developer,arborwa_project,type,rule-based_type_mapping_first
VCS1043,Oaxaca II Wind Energy Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Latin America,VCS,Energy industries (renewable/non-renewable sources),CE OAXACA DOS S. DE R.L. DE C.V.,No,Wind,Wind
VCS3849,THE FOREST CARBON PROJECT AGROREFORESTADORA RANCHO VICTORIA S. A,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Latin America,VCS,Agriculture Forestry and Other Land Use,AGROREFORESTADORA RANCHO VICTORIA S.A,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS1106,Sogukpinar Regulator and Hydroelectric Power Plant Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,VCS,Energy industries (renewable/non-renewable sources),Arsan Sogukpynar Elektrik Uretim A.S.,No,Hydropower,Hydropower
GS11226,PANAB TEKIRDAG BIOGAS PLANT,ACM0001,ACM0001 Flaring or use of landfill gas, ,GOLD,Biogas - Electricity,Panab Tekirdag Enerji,No,Landfill Methane,Landfill Methane
CAR478,Fair Oaks Dairy Farm LLC GHD-Designed Digester,CAR U.S. Livestock Protocol,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems, ,CAR,Livestock Gas Capture/Combustion,"Camco International Group, Inc.",Early Action,Manure Methane Digester,Manure Methane Digester
GS11564,GS1385 Man and Man Enterprise Improved Cooking Stoves Programme in Ghana - VPA002 (Western Region),AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Man and Man Enterprise,No,Cookstoves, 
VCS1827,Mahuangliang Wind Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),"Yulin Yihong New Energy Co., Ltd.",No,Wind,Wind
GS865,TBEC Tha Chang Biogas Project PreCDMVER,ACM0014,ACM0014 Treatment of wastewater, ,GOLD,Biogas - Electricity,Carbon Bridge Pte Ltd,No,Methane Recovery in Wastewater,Methane Recovery in Wastewater
VCS4143,Urupianga Grouped REDD Project,VM0015,VM0015 Methodology for Avoided Unplanned Deforestation,Latin America,VCS,Agriculture Forestry and Other Land Use,Future Carbon Holding S.A.,No,REDD+, 
VCS653,65MW Dagushan hydropower Project in China,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Gansu Zhangye Dagushan Hydropower Co. Ltd.,No,Hydropower,Hydropower
GS11540,Zone 3 Landfill Gas Project,ACM0001,ACM0001 Flaring or use of landfill gas, ,GOLD,Other,Industrias De Biogas Sociedad Anonima,No,Landfill Methane,Landfill Methane
VCS2570,Henan Tongbai and Zhenping Afforestation Project,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Asia,VCS,Agriculture Forestry and Other Land Use,"Beijing Qianyuhui Environmental Technology Co., Ltd.",No,Afforestation/Reforestation,Afforestation/Reforestation
VCS4580,Myanmar Kindar Solar Power Plant Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Multiple Proponents,No,Solar - Centralized, 
VCS1365,Bundled small scale wind energy VCS project activity by Envarrior Consulting Services-3,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Multiple Proponents,No,Wind,Wind
GS11818,Small Farmers' Carbon Farming Project in Taiwan,Soil Organic Carbon Framework Methodology,VMD0021 Estimation of Stocks in the Soil Carbon Pool, ,GOLD,Other,Eco-affinity Inc,No,Sustainable Agriculture, 
GS11704,GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-37,GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves, ,GOLD,Energy Efficiency - Domestic,Tiipaalga,No,Cookstoves,Cookstoves
VCS1240,Joburg Landfill Gas to Energy Project,ACM0001,ACM0001 Flaring or use of landfill gas,Africa,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,Energy Joburg RF (PTY) Limited,No,Landfill Methane,Landfill Methane
GS1378,Nanyang Danjiang River Solar Cooker Project Phase I,AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity, ,GOLD,Solar Thermal - Heat,Sirreon Technology & Development (Beijing) Co.Ltd,No,Cookstoves,Solar Water Heaters
VCS3702,Enhancing Rural Livelihoods through Carbon Sequestration by adopting Agro-forestry practices and Natural Climate Solutions,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Asia,VCS,Agriculture Forestry and Other Land Use,VEDA CLIMATE CHANGE SOLUTIONS LTD,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS3336,Eastern Yan’an Afforestation Project,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Asia,VCS,Agriculture Forestry and Other Land Use,National Forestry and Grassland Administration Northwest Investigation and Planning Institute,No,Afforestation/Reforestation,Afforestation/Reforestation
GS10719,GS10646 Run of River Hydro Power Plants in Peru - Small Hydro Power Plant Project - PCH Marca (H1) ,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,"Small, Low - Impact Hydro",ACQUA ENERGIA,No,Hydropower,Hydropower
VCS3613,Solar Power Project by SOMA Energy,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Soma Energy Co. Ltd,No,Solar - Centralized, 
VCS2603,Composting of organic waste project in Guangxi,ACM0022,ACM0022 Alternative waste treatment processes,Asia,VCS,Waste handling and disposal,"Guangxi Liyuanbao Science and Technology Co., Ltd.",No,Composting, 
CAR1387,San Jerónimo ZacapexCO2 - Ejido,CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,Alberto Ramirez,No,Improved Forest Management,Improved Forest Management
ACR365,HFC Emissions Reduction in Spray Foam by Replacement of HFC-245fa Blowing Agent with Solstice LBA (HFO-1233zd(E)) 2014 and 2015,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,ACR Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use, ,ACR,Industrial Process Emissions,318,No,HFC Replacement in Foam Production,HFC Replacement in Foam Production
VCS621,"Biomass based renewable energy project in a Solvent Extraction Plant, India",AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity,Asia,VCS,Energy industries (renewable/non-renewable sources),M/s. Ambika Solvex Ltd.,No,Biomass, 
GS7686,Wind Energy Project at Jaisalmer district Rajasthan by Enn Enn Corp Limited,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,Wind,EKI Energy Services Limited,No,Wind,Wind
GS11874,INUMA Safe Water Project -VPA-001,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Other,EKI Energy Services Limited,No,Clean Water,Clean Water
GS12168,Ardavin Solar Park,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,PV,MAGNETAR GLOBAL PARTNERS S.R.L.,No,Solar - Centralized,Solar - Centralized
VCS823,Datong River Tianwanggou Hydropower Station,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),GEPIC Darong Electric Power Company Ltd.,No,Hydropower,Hydropower
GS12331,GS11623 GS11627 RVPA-8 CO2 Sequestration at a Swiss Concrete Recycler using the Neustark Technology,Other,Other, ,GOLD,Other,Neustark AG,No,Carbon-Absorbing Concrete, 
GS12366,GS10818 - Dissemination of Improved Cookstoves in India by Greenway - Dissemination of Improved Cookstoves in Karnataka by Greenway - VPA029,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Greenway Grameen Infra Private Limited,No,Cookstoves, 
VCS2423,Distribution of Improved cook stove - Phase II,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Asia,VCS,Energy demand,G K Energy Marketers Pvt. Ltd,No,Cookstoves, 
VCS2065,Renewable Energy Power Projects by Atria Power,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Multiple Proponents,No,RE Bundled, 
GS6503,PNG Biomass Markham Valley AR project ,Afforestation/Reforestation GHG Emissions Reduction & Sequestration Methodology,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration, ,GOLD,A/R,Swiss Carbon Value Ltd.,No,Biomass,Afforestation/Reforestation
VCS4456,CREATING LIVELIHOOD  OPPORTUNITIES  AND CARBON CREDIT INCOME FOR  SMALLHOLDER FARMERS  THROUGH  HORTICULTURAL PLANTATIONS IN  BANGLADESH,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Asia,VCS,Agriculture Forestry and Other Land Use,Varaha ClimateAg Private Limited,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS2982,BioLite Improved Cook stoves Programme - CER Conversion,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Africa,VCS,Energy demand,Converted from other GHG program,No,Cookstoves, 
GS11817,PoA GS11815- Electric Cooking Program by ATEC - Electric Cooking Program in Bangladesh by ATEC-VPA02,Methodology for Metered & Measured Energy Cooking Devices,GS Methodology for Metered and Measured Energy Cooking Devices, ,GOLD,Energy Efficiency - Domestic,ATEC Australia-International Pty Ltd,No,Cookstoves,Cookstoves
VCS2497,"TIST Program in Uganda, VCS-CCB 011",AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Africa,VCS,Agriculture Forestry and Other Land Use,Clean Air Action Corporation,No,Afforestation/Reforestation,Afforestation/Reforestation
CAR455,LP Gill Landfill Gas Recovery Project,CAR U.S. Landfill Protocol,CAR U.S. Landfill Protocol, ,CAR,Landfill Gas Capture/Combustion,"3Degrees Group, Inc",No,Landfill Methane,Landfill Methane
VCS4791,Hwange Conservation and Community Project,ACM0009,ACM0009 Fuel switching from coal or petroleum fuel to natural gas,Africa,VCS,Agriculture Forestry and Other Land Use,Miombo Forest Carbon Investments Mauritius Ltd,No,REDD+,Fuel Switching
ACR600,Advanced Refrigeration CAN - ARS 004C,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems, ,ACR,Industrial Process Emissions,"True Manufacturing Co., Inc.",No,Advanced Refrigerants,Advanced Refrigerants
VCS2427,Distribution of Improved cook stove - Phase VI,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Asia,VCS,Energy demand,G K Energy Marketers Pvt. Ltd,No,Cookstoves, 
GS10979,Improved Cooking Stoves in Bangladesh – CPA No.16 “SZ Consultancy Services Ltd.”,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Bangladesh Bondhu Foundation,No,Cookstoves, 
VCS2848,Taikefeng Composting Project in Gaomi City,AMS-III.D.;AMS-III.F.,AMS-III.D. Methane recovery in animal manure management systems;AMS-III.F. Avoidance of methane emissions through composting,Asia,VCS,Waste handling and disposal,"Gaomi Nanyang Taikefeng Environmental Protection Techonology Co., Ltd.",No,Composting, 
GS11885,CPA 062 – Charcoal Stoves in Kenya,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Biolite Inc,No,Cookstoves, 
VCS714,Liaoning Changtu Shihu Wind Power Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),"Tieling Longyuan Wind Power Co., Ltd.",No,Wind,Wind
ACR1013,Tradewater ODS 54,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,ACR,Ozone Depleting Substances,"Tradewater, LLC",No,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
VCS4642,Muyuan Xinzhou AWMS GHG Mitigation Project in Shanxi Province,ACM0010,"ACM0010 GHG emission reductions from manure management systems
",Asia,VCS,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal","Muyuan Foods Co., Ltd.",No,Manure Methane Digester, 
VCS1544,Protection of high conservation value forests by Terneyles Group,VM0010,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Asia,VCS,Agriculture Forestry and Other Land Use,JSC Terneyles,No,Improved Forest Management,Improved Forest Management
GS5443,GS1247 VPA 118 Improved Kitchen Regimes Multi-Country PoA - Dowa Boreholes Malawi,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,QK TS Pvt. Ltd.,No,Community Boreholes, 
VCS2553,Restoring Degraded Lands for Biodiversity Conservation and Livelihood Development in Brazil,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Latin America,VCS,Agriculture Forestry and Other Land Use,"Saving Nature, Inc.",No,Afforestation/Reforestation,Afforestation/Reforestation
GS12011,Solar cooking in Chad Touloum (VPA2),GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves, ,GOLD,Solar Thermal - Heat,FairClimateFund,No,Cookstoves,Cookstoves
CAR1016,DPC Domestic ODS Destruction Project #15,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"Diversified Pure Chem, LLC",Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
CAR777,Yurok Tribe Sustainable Forest Project,CAR U.S. Forest Protocol,ARB Compliance Offset Protocol: U.S. Forest Projects, ,CAR,Improved Forest Management,Yurok Tribe,Early Action,Improved Forest Management,Improved Forest Management
GS6143,PoA GS 973 - Aid Africa CPA 1 GS 6143,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user, ,GOLD,Energy Efficiency - Domestic,Uganda Carbon Bureau,No,Cookstoves, 
VCS2366,Installation of high efficiency wood burning cookstoves in Tanzania,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Africa,VCS,Energy demand; Energy industries (renewable/non-renewable sources),Multiple Proponents,No,Cookstoves, 
VCS4252,Distribution of fuel efficient improved cookstoves in Kenya and Uganda,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Africa,VCS,Energy demand,Green Wave Africa Pty Ltd,No,Cookstoves, 
ACR158,"Truck Stop Electrification, Utah",Emissions Reductions though Anti-Idling Technologies,Emissions Reductions though Anti-Idling Technologies, ,ACR,Transport / Fleet Efficiency,IdleAir,No,Truck Stop Electrification,Truck Stop Electrification
VCS3731,YICHENG -1 ADJUSTED WATER MANAGEMENT IN RICE CULTIVATION,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,Rice Emission Reductions,Rice Emission Reductions
ACR570,Forest Carbon Works Rowan Family Forest Project,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,ACR,Forest Carbon,"Forest Carbon Works, PBC",Compliance,Improved Forest Management, 
VCS1049,Heilongjiang Bianfushan Wind Power Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),"Shuangyashan Longyuan Wind Power Co., Ltd.",No,Wind,Wind
