project_id,project_name,voluntary_registry,voluntary_status,reduction_removal,project_type_from_the_registry,region,country,state,project_site_location,project_developer,arborwaproject,arb_project_type,version_string,arb_harmonized_methodology,car_harmonized_methodology,methodology_protocol,harmonized_methodology_protocol,fully_harmonized_methodology_protocol,rule_based_type_mapping_list,rule_based_type_mapping_first,vrod_v11_type
GS11691,CPA-KE-010-Kenya Samsung Mombasa Project,GOLD,Gold Standard Certified Design,,Energy Efficiency - Domestic,,Kenya,,,GREEN DEVELOPMENT AS,No,,,,,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,[],,Cookstoves
GS11692,CDM-KE-011 Kenya EcoEye Mombasa Project,GOLD,Gold Standard Certified Design,,Energy Efficiency - Domestic,,Kenya,,,GREEN DEVELOPMENT AS,No,,,,,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,[],,Cookstoves
GS11693,CPA-KE-012-Kenya Samsung Project,GOLD,Gold Standard Certified Design,,Energy Efficiency - Domestic,,Kenya,,,GREEN DEVELOPMENT AS,No,,,,,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,[],,Cookstoves
GS12250,Centralized Livestock Manure Treatment Center in Xiayi County ,GOLD,Listed,,Other,,China,,,Henan Deneng Energy&Environmental Protection Technology Co.Ltd.,No,,,,,AM0073,AM0073 GHG emission reductions through multi-site manure collection and treatment in a central plant,AM0073 GHG emission reductions through multi-site manure collection and treatment in a central plant,[],,Manure Methane Digester
GS12307,Empowering Kenya through Positive Impact Cooking by d.light,GOLD,Listed,,Energy Efficiency - Domestic,,Kenya,,,Climate Secure India Pvt. Ltd,No,,V4.0,,,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,[],,Cookstoves
GS12324,Myanmar Stoves Campaign - Soneva in Myanmar - VPA No. 026,GOLD,Gold Standard Certified Design,,Energy Efficiency - Domestic,,Myanmar,,,Soneva Foundation,No,,v1.,,,GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves,"[(155, 'Cookstoves')]",Cookstoves,Cookstoves
GS12303,GS12070 VPA-2 Marsoft/ClimeCo Energy Efficiency Shipping Retrofits,GOLD,Listed,,Energy Efficiency - Transport Sector,,,,,ClimeCo Blue LLC,No,,v2,,,GS Retrofit Energy Efficiency Measures in Shipping,GS Retrofit Energy Efficiency Measures in Shipping,GS Retrofit Energy Efficiency Measures in Shipping,"[(32, 'Shipping')]",Shipping,Shipping
GS12137,15 MW solar plants to power COP27,GOLD,Listed,,PV,,Egypt,,,First Climate (Switzerland) AG,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(10, 'Solar - Centralized')]",Solar - Centralized,Solar - Centralized
GS12281,Improved Cookstove Program - Right to Breath Clean,GOLD,Listed,,Energy Efficiency - Domestic,,India,,,Emergent Ventures India Private Limited,No,,V4.0,,,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,[],,Cookstoves
GS12289,Kranti Clean Cooking in Rural Madhya Pradesh India,GOLD,Listed,,Energy Efficiency - Domestic,,India,,,First Climate (Switzerland) AG,No,,V4.0,,,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,[],,Cookstoves
GS12140,BIODIGERSTER PROJECT IN EAST UTTAR PRADESH INDIA,GOLD,Listed,,Biogas - Heat,,India,,,Infinite Environmental Solutions LLP,No,,,,,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,[],,Biodigesters
GS12097,Elston Farm 0001,GOLD,Listed,,Other,,United Kingdom,,,SUB 51,No,,,,,Soil Organic Carbon Framework Methodology,VMD0021 Estimation of Stocks in the Soil Carbon Pool,VMD0021 Estimation of Stocks in the Soil Carbon Pool,[],,Sustainable Agriculture
GS12312,GS12185 VPA-1 ACCESS TO CLEAN COOKING AND SUPPORT WOMEN EMPOWERMENT KOYYUR,GOLD,Listed,,Other,,India,,,ZENITH ENERGY SERVICES PRIVATE LIMITED,No,,,,,Not provided,Not provided,Not provided,[],,Cookstoves
GS12185,ACCESS TO CLEAN COOKING AND SUPPORT WOMEN EMPOWERMENT,GOLD,Listed,,Other,,India,,,ZENITH ENERGY SERVICES PRIVATE LIMITED,No,,,,,Not provided,Not provided,Not provided,[],,Cookstoves
GS12218,Otuke cookstove project in Uganda by EcoAct - VPA 009,GOLD,Listed,,Energy Efficiency - Domestic,,Uganda,,,EcoAct,No,,v3.1,,,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,[],,Cookstoves
GS12311,Urfa - Yenice LFG to Energy Project,GOLD,Listed,,Biogas - Electricity,,Turkey,,,Cafer Tayyar Sipahi,No,,,,,ACM0001,ACM0001 Flaring or use of landfill gas,ACM0001 Flaring or use of landfill gas,"[(160, 'Landfill Methane')]",Landfill Methane,Landfill Methane
GS12224,IRESA AGRIPACK,GOLD,Listed,,"Biomass, or Liquid Biofuel - Heat",,India,,,South Pole Carbon Asset Management Ltd.,No,,,,,Methodology for animal waste management and biogas application,GS methodology for Manure Management Systems and Municipal Solid Waste,GS methodology for Manure Management Systems and Municipal Solid Waste,"[(26, 'Biomass'), (187, 'Manure Methane Digester')]",Biomass,Manure Methane Digester
GS12287,GS12201 VPA -1 Improved Cookstoves for Sustainable Rural Development in India,GOLD,Listed,,Energy Efficiency - Domestic,,India,,,Infinite Environmental Solutions LLP,No,,V4.0,,,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,[],,Cookstoves
GS12201,Improved Cookstoves for Sustainable Rural Development in India,GOLD,Listed,,Energy Efficiency - Domestic,,India,,,Infinite Environmental Solutions LLP,No,,V4.0,,,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,[],,Cookstoves
GS12304,GS7591 VPA 55 Clean Cooking in Nigeria,GOLD,Listed,,Energy Efficiency - Domestic,,Nigeria,,,CO2balance UK ltd,No,,v3.1,,,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,[],,Cookstoves
GS12188,Biomass Briquettes in Tea Factories: Chebut Tombe Boito Itumbe Kapkoros & Tegat,GOLD,Listed,,"Biomass, or Liquid Biofuel - Heat",,Kenya,,,TAMU DMCC,No,,,,,AMS-III.AS.,AMS-III.AS. Switch from fossil fuel to biomass in existing manufacturing facilities for non-energy applications,AMS-III.AS. Switch from fossil fuel to biomass in existing manufacturing facilities for non-energy applications,"[(26, 'Biomass')]",Biomass,Biomass
GS12244,Los Negros Solar,GOLD,Listed,,PV,,Dominican Republic,,,PHINIE & CO. DEVELOPMENT S.R.L.,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(10, 'Solar - Centralized')]",Solar - Centralized,Solar - Centralized
GS12187,Biomass Briquettes in Kenyan Manufacturing Facilities,GOLD,Listed,,"Biomass, or Liquid Biofuel - Heat",,Kenya,,,TAMU DMCC,No,,,,,AMS-III.AS.,AMS-III.AS. Switch from fossil fuel to biomass in existing manufacturing facilities for non-energy applications,AMS-III.AS. Switch from fossil fuel to biomass in existing manufacturing facilities for non-energy applications,"[(26, 'Biomass')]",Biomass,Biomass
GS12198,CAPARISPISAN II Wind Power Project,GOLD,Listed,,Wind,,Philippines,,,North Luzon Renewable Energy Corp,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(9, 'Wind')]",Wind,Wind
GS12100,14.90 MW Biomass-based power plant by KTA Powers Pvt. Ltd. in Rajasthan India,GOLD,Listed,,"Biomass, or Liquid Biofuel - Electricity",,India,,,EKI Energy Services Limited,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,"[(26, 'Biomass')]",Biomass,Biomass
GS12291,Jinruifeng Animal Manure Management System GHG Mitigation Project in Guangdong Province,GOLD,Listed,,Biogas - Electricity,,China,,,Profit Carbon Environmental Energy Technology (Shanghai) Co. Ltd.,No,,,,,ACM0010,"ACM0010 GHG emission reductions from manure management systems
","ACM0010 GHG emission reductions from manure management systems
",[],,Manure Methane Digester
GS12302,Clean Cooking Program in Rural India,GOLD,Listed,,Energy Efficiency - Domestic,,India,,,EKI Energy Services Limited,No,,V4.0,,,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,[],,Cookstoves
GS12252,Improved Cookstove and Safe Water Programme – Kenya - VPA 50,GOLD,Gold Standard Certified Design,,Energy Efficiency - Domestic,,Kenya,,,Impact Carbon,No,,,,,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,"[(153, 'Clean Water')]",Clean Water,Clean Water
GS12258,Improved Cookstove and Safe Water Programme – Kenya - VPA 56,GOLD,Gold Standard Certified Design,,Energy Efficiency - Domestic,,Kenya,,,Impact Carbon,No,,,,,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,"[(153, 'Clean Water')]",Clean Water,Clean Water
GS12256,Improved Cookstove and Safe Water Programme – Kenya - VPA 54,GOLD,Gold Standard Certified Design,,Energy Efficiency - Domestic,,Kenya,,,Impact Carbon,No,,,,,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,"[(153, 'Clean Water')]",Clean Water,Clean Water
GS12257,Improved Cookstove and Safe Water Programme – Kenya - VPA 55,GOLD,Gold Standard Certified Design,,Energy Efficiency - Domestic,,Kenya,,,Impact Carbon,No,,,,,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,"[(153, 'Clean Water')]",Clean Water,Clean Water
GS12263,Improved Cookstove and Safe Water Programme – Kenya - VPA 61,GOLD,Gold Standard Certified Design,,Energy Efficiency - Domestic,,Kenya,,,Impact Carbon,No,,,,,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,"[(153, 'Clean Water')]",Clean Water,Clean Water
GS12266,Improved Cookstove and Safe Water Programme – Kenya - VPA 64,GOLD,Gold Standard Certified Design,,Energy Efficiency - Domestic,,Kenya,,,Impact Carbon,No,,,,,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,"[(153, 'Clean Water')]",Clean Water,Clean Water
GS12267,Improved Cookstove and Safe Water Programme – Kenya - VPA 65,GOLD,Gold Standard Certified Design,,Energy Efficiency - Domestic,,Kenya,,,Impact Carbon,No,,,,,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,"[(153, 'Clean Water')]",Clean Water,Clean Water
GS12269,Improved Cookstove and Safe Water Programme – Kenya - VPA 67,GOLD,Gold Standard Certified Design,,Energy Efficiency - Domestic,,Kenya,,,Impact Carbon,No,,,,,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,"[(153, 'Clean Water')]",Clean Water,Clean Water
GS12253,Improved Cookstove and Safe Water Programme – Kenya - VPA 51,GOLD,Gold Standard Certified Design,,Energy Efficiency - Domestic,,Kenya,,,Impact Carbon,No,,,,,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,"[(153, 'Clean Water')]",Clean Water,Clean Water
GS12254,Improved Cookstove and Safe Water Programme – Kenya - VPA 52,GOLD,Gold Standard Certified Design,,Energy Efficiency - Domestic,,Kenya,,,Impact Carbon,No,,,,,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply,"[(153, 'Clean Water')]",Clean Water,Clean Water
